Force,Position,date
0,0,Tue Jul 22 2014 05:24:00 GMT-0400 (EDT)
208.283,312.756,Tue Jul 22 2014 06:24:00 GMT-0400 (EDT)
18.544,50.888,Tue Jul 22 2014 07:24:00 GMT-0400 (EDT)
0,0,Tue Jul 22 2014 08:24:00 GMT-0400 (EDT)
21.509999999999998,51.735,Tue Jul 22 2014 09:24:00 GMT-0400 (EDT)
56.936,95.316,Tue Jul 22 2014 10:24:00 GMT-0400 (EDT)
19.711000000000002,53.596000000000004,Tue Jul 22 2014 11:24:00 GMT-0400 (EDT)
16.391,52.55,Tue Jul 22 2014 12:24:00 GMT-0400 (EDT)
109.208,205.535,Tue Jul 22 2014 13:24:00 GMT-0400 (EDT)
225.08499999999998,388.025,Tue Jul 22 2014 14:24:00 GMT-0400 (EDT)
0,0,Tue Jul 22 2014 15:24:00 GMT-0400 (EDT)
55.971000000000004,94.838,Tue Jul 22 2014 16:24:00 GMT-0400 (EDT)
16.819,48.041000000000004,Tue Jul 22 2014 17:24:00 GMT-0400 (EDT)
56.565999999999995,98.24499999999999,Tue Jul 22 2014 18:24:00 GMT-0400 (EDT)
55.193,98.549,Tue Jul 22 2014 19:24:00 GMT-0400 (EDT)
17.288,45.893,Tue Jul 22 2014 20:24:00 GMT-0400 (EDT)
0,0,Tue Jul 22 2014 21:24:00 GMT-0400 (EDT)
98.807,148.373,Tue Jul 22 2014 22:24:00 GMT-0400 (EDT)
341.43600000000004,479.11899999999997,Tue Jul 22 2014 23:24:00 GMT-0400 (EDT)
71.577,139.038,Wed Jul 23 2014 00:24:00 GMT-0400 (EDT)
0,0,Wed Jul 23 2014 01:24:00 GMT-0400 (EDT)
189.91199999999998,275.16700000000003,Wed Jul 23 2014 02:24:00 GMT-0400 (EDT)
362.80999999999995,467.76800000000003,Wed Jul 23 2014 03:24:00 GMT-0400 (EDT)
57.217999999999996,98.56199999999998,Wed Jul 23 2014 04:24:00 GMT-0400 (EDT)
62.989,94.708,Wed Jul 23 2014 05:24:00 GMT-0400 (EDT)
0,0,Wed Jul 23 2014 06:24:00 GMT-0400 (EDT)
169.734,224.098,Wed Jul 23 2014 07:24:00 GMT-0400 (EDT)
281.501,350.265,Wed Jul 23 2014 08:24:00 GMT-0400 (EDT)
96.256,130.009,Wed Jul 23 2014 09:24:00 GMT-0400 (EDT)
22.580000000000002,38.704,Wed Jul 23 2014 10:24:00 GMT-0400 (EDT)
0,0,Wed Jul 23 2014 11:24:00 GMT-0400 (EDT)
32.81,42.413,Wed Jul 23 2014 12:24:00 GMT-0400 (EDT)
89.16799999999999,125.977,Wed Jul 23 2014 13:24:00 GMT-0400 (EDT)
0,0,Wed Jul 23 2014 14:24:00 GMT-0400 (EDT)
23.139,49.424,Wed Jul 23 2014 15:24:00 GMT-0400 (EDT)
0,0,Wed Jul 23 2014 16:24:00 GMT-0400 (EDT)
0,0,Wed Jul 23 2014 17:24:00 GMT-0400 (EDT)
0,0,Wed Jul 23 2014 18:24:00 GMT-0400 (EDT)
161.8,213.317,Wed Jul 23 2014 19:24:00 GMT-0400 (EDT)
0,0,Wed Jul 23 2014 20:24:00 GMT-0400 (EDT)
0,0,Wed Jul 23 2014 21:24:00 GMT-0400 (EDT)
25.491,37.035000000000004,Wed Jul 23 2014 22:24:00 GMT-0400 (EDT)
69.894,91.542,Wed Jul 23 2014 23:24:00 GMT-0400 (EDT)
64.61800000000001,88.711,Thu Jul 24 2014 00:24:00 GMT-0400 (EDT)
26.416000000000004,47.644999999999996,Thu Jul 24 2014 01:24:00 GMT-0400 (EDT)
25.355,53.778999999999996,Thu Jul 24 2014 02:24:00 GMT-0400 (EDT)
51.120999999999995,96.191,Thu Jul 24 2014 03:24:00 GMT-0400 (EDT)
54.577999999999996,87.771,Thu Jul 24 2014 04:24:00 GMT-0400 (EDT)
27.537,49.676,Thu Jul 24 2014 05:24:00 GMT-0400 (EDT)
0,0,Thu Jul 24 2014 06:24:00 GMT-0400 (EDT)
27.704,50.441,Thu Jul 24 2014 07:24:00 GMT-0400 (EDT)
0,0,Thu Jul 24 2014 08:24:00 GMT-0400 (EDT)
